Sale_ID,Sale_Date,Sale_Date_Flag,Year,Month,Quarter,Region,Country,Dealer_Name,Model,Segment,Fuel_Type,CUSAtomer_Segment,Customer_Segment_Cleaned,Currency,Currency_Cleaned,Units_Sold,Unit_Price_Local,Discount_Pct,Total_Revenue_Local,Total_Revenue_Local_Flag,Revenue_EUR,COGS_EUR,Gross_Profit_EUR,Customer_Age,Customer_Age_Flag,CUSAtomer_Gender,Satisfaction_Score,Satisfactory_Score_Flag
BMW-1142,23-04-2025,CORRUPTED,2020,3,Q1,Germany,Germany,AutohaUSA Berlin,BMW X5,SUV,Petrol,Individual,Individual,EUR,EUR,1,69368.05,3.6,69368.05,OK,69368.05,51812.51,17555.55,49,OK,Prefer not to say,3.3,OK
BMW-1705,21-03-2025,CORRUPTED,2020,11,Q4,USA,USA,Miami Auto Group,BMW i4,Electric,Electric,Individual,Individual,USD,USD,1,67522.87,0.89,67522.87,OK,61947.59,45003.74,16943.85,29,OK,Male,3.3,OK
BMW-1214,16-03-2025,CORRUPTED,2020,4,Q2,Germany,Germany,BMW Munich HQ,BMW X5,SUV,Petrol,individual,Individual,EUR,EUR,1,67341.84,4.61,67341.84,OK,67341.84,50829.52,16512.32,46,OK,Female,3.3,OK
BMW-2944,04-03-2025,CORRUPTED,2022,5,Q2,Germany,Germany,BMW Munich HQ,BMW X5,SUV,Petrol,Lease,Lease,EUR,EUR,1,66642.8,5.11,66642.8,OK,66642.8,50568.97,16073.84,51,OK,Female,3.3,OK
BMW-2692,21-01-2025,CORRUPTED,2022,1,Q1,UK,UK,London BMW Centre,BMW X5,SUV,Hybrid,Individual,Individual,gbp,GBP,1,64715.83,2.39,64715.83,OK,75250.97,55508.12,19742.84,45,OK,Male,3.3,OK
BMW-2051,01-11-2024,CORRUPTED,2021,4,Q2,USA,USA,Beverly Hills BMW,BMW 5 Series,Sedan,Diesel,Individual,Individual,USD,USD,1,61676.93,5.44,61676.93,OK,56584.34,43083.42,13500.92,56,OK,Prefer not to say,3.3,OK
BMW-3261,31-10-2024,CORRUPTED,2022,9,Q3,USA,USA,Miami Auto Group,BMW X3,SUV,Petrol,Individual,Individual,USD,USD,1,61659.3,3.35,61659.3,OK,56568.17,42138.64,14429.53,52,OK,Prefer not to say,3.3,OK
BMW-2425,13-08-2024,CORRUPTED,2021,9,Q3,Australia,Australia,Sydney BMW,BMW 2 Series,Coupe,Diesel,individual,Individual,AUD,AUD,1,58886.45,2.54,58886.45,OK,35688.76,26364.3,9324.45,57,OK,Female,3.3,OK
BMW-5109,08-08-2024,CORRUPTED,2024,7,Q3,Australia,Australia,Melbourne Auto Group,BMW 2 Series,Coupe,Hybrid,Individual,Individual,AUD,AUD,1,58755.67,1.9,58755.67,OK,35609.5,26134.43,9475.06,27,OK,Prefer not to say,3.3,OK
BMW-4297,15-07-2024,CORRUPTED,2023,10,Q4,USA,USA,Dallas BMW,BMW X3,SUV,Petrol,Individual,Individual,USD,USD,1,58213.71,4.25,58213.71,OK,53407.07,40159.06,13248.01,48,OK,Female,3.3,OK
BMW-5058,10-07-2024,CORRUPTED,2024,7,Q3,USA,USA,Chicago Motors,BMW 5 Series,Sedan,Petrol,individual,Individual,USD,USD,1,58079.16,7.91,58079.16,OK,53283.63,41659.14,11624.49,30,OK,Prefer not to say,3.3,OK
BMW-1696,09-07-2024,CORRUPTED,2020,11,Q4,USA,USA,Dallas BMW,BMW X3,SUV,Hybrid,Individual,Individual,USD,USD,1,58047.98,1.67,58047.98,OK,53255.03,38995.25,14259.77,39,OK,Male,3.3,OK
BMW-4955,16-06-2024,CORRUPTED,2024,6,Q2,Germany,Germany,Hamburg Drive,BMW i4,Electric,Electric,Individual,Individual,EUR,EUR,1,57483.89,7.45,57483.89,OK,57483.89,44722.13,12761.77,44,OK,Prefer not to say,3.3,OK
BMW-3709,16-01-2024,CORRUPTED,2023,3,Q1,USA,USA,Miami Auto Group,BMW X3,SUV,Diesel,Individual,Individual,USD,USD,1,52380.81,7.64,52380.81,OK,48055.79,37464.3,10591.49,59,OK,Male,3.3,OK
BMW-3799,14-10-2023,CORRUPTED,2023,4,Q2,UK,UK,Manchester Prestige,BMW X3,SUV,Diesel,government,Government,GBP,GBP,1,48398.67,0.79,48398.67,OK,56277.53,40843.94,15433.59,52,OK,Female,3.3,OK
BMW-4042,11-10-2023,CORRUPTED,2023,7,Q3,UK,UK,Manchester Prestige,BMW 5 Series,Sedan,Petrol,Individual,Individual,GBP,GBP,1,48352.31,7.2,48352.31,OK,56223.61,43620.86,12602.75,69,OK,Prefer not to say,3.3,OK
BMW-3226,07-10-2023,CORRUPTED,2022,9,Q3,Germany,Germany,Hamburg Drive,BMW 3 Series,Sedan,Diesel,Individual,Individual,EUR,EUR,1,48194.47,1.49,48194.47,OK,48194.47,35223.68,12970.8,50,OK,Male,3.3,OK
BMW-4643,01-10-2023,CORRUPTED,2024,2,Q1,UK,UK,London BMW Centre,BMW X3,SUV,Petrol,Individual,Individual,GBP,GBP,1,47938.37,0.83,47938.37,OK,55742.29,40469.53,15272.76,60,OK,Male,3.3,OK
BMW-1793,29-08-2023,CORRUPTED,2020,12,Q4,UK,UK,Edinburgh Motors,BMW X3,SUV,Hybrid,Individual,Individual,GBP,GBP,1,46757,2.67,46757,OK,54368.6,40220.24,14148.36,36,OK,Female,3.3,OK
BMW-4784,17-08-2023,CORRUPTED,2024,4,Q2,USA,USA,Chicago Motors,BMW 3 Series,Sedan,Hybrid,Individual,Individual,USD,USD,1,46543.41,6.4,46543.41,OK,42700.37,32845.96,9854.41,32,OK,Male,3.3,OK
BMW-2948,15-05-2023,CORRUPTED,2022,5,Q2,Germany,Germany,AutohaUSA Berlin,BMW 3 Series,Sedan,Petrol,Individual,Individual,EUR,EUR,1,42834.84,6.97,42834.84,OK,42834.84,33152,9682.84,58,OK,Male,3.3,OK
BMW-3610,14-01-2023,CORRUPTED,2023,2,Q1,Germany,Germany,BMW Munich HQ,BMW 2 Series,Coupe,Hybrid,Individual,Individual,eur,EUR,1,36474.05,0.1,36474.05,OK,36474.05,26286.93,10187.12,30,OK,Prefer not to say,3.3,OK
BMW-2060,06-12-2022,CORRUPTED,2021,4,Q2,UK,UK,Manchester Prestige,BMW 2 Series,Coupe,Diesel,Individual,Individual,GBP,GBP,1,31705.43,3.74,31705.43,OK,36866.77,27575.81,9290.96,40,OK,Female,3.3,OK
BMW-2002,13-11-2022,CORRUPTED,2021,3,Q1,China,China,Beijing Luxury Motors,BMW 5 Series,Sedan,Petrol,Individual,Individual,CNY,CNY,1,491003.66,3.82,4910.0366,OK,62152.36,46526.45,15625.91,30,OK,Female,3.3,OK
BMW-4157,06-02-2035,CORRUPTED,2023,8,Q3,India,India,Mumbai BMW,BMW X7,SUV,Hybrid,,,INR,INR,7,8761965.43,4.62,61333758.03,OK,673997.34,508759.24,165238.1,27,OK,Female,3.4,OK
BMW-3746,07-01-2035,CORRUPTED,2023,3,Q1,India,India,Mumbai BMW,BMW X3,SUV,Hybrid,Lease,Lease,INR,INR,7,4603469.2,7.79,32224284.4,OK,354113.02,276507.53,77605.49,41,OK,Male,3.4,OK
BMW-5285,29-12-2034,CORRUPTED,2024,9,Q3,India,India,Delhi Prestige Auto,BMW 3 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,INR,INR,7,4014640.26,4.73,28102481.85,OK,308818.48,233384.9,75433.58,50,OK,Prefer not to say,3.4,OK
BMW-5286,04-12-2034,CORRUPTED,2024,9,Q3,India,India,Mumbai BMW,BMW 5 Series,Sedan,Diesel,corporate fleet,Corporate Fleet,INR,INR,4,5260338.24,1.19,21041352.95,OK,231223.66,168494.18,62729.48,68,OK,Female,3.4,OK
BMW-4399,28-11-2034,CORRUPTED,2023,11,Q4,India,India,Mumbai BMW,BMW X3,SUV,Diesel,Lease,Lease,INR,INR,4,4908729.75,1.73,19634919.01,OK,215768.34,158083.96,57684.39,44,OK,Prefer not to say,3.4,OK
BMW-5184,24-07-2034,CORRUPTED,2024,8,Q3,India,India,Mumbai BMW,BMW iX,Electric,Electric,Individual,Individual,INR,INR,1,7230689.4,6.89,7230689.4,OK,79458.13,61444.48,18013.65,55,OK,Male,3.4,OK
BMW-4245,20-07-2034,CORRUPTED,2023,9,Q3,India,India,Delhi Prestige Auto,BMW X5,SUV,Diesel,Individual,Individual,INR,INR,1,7044360.21,2.7,7044360.21,OK,77410.55,57281.41,20129.14,35,OK,Male,3.4,OK
BMW-4261,13-06-2034,CORRUPTED,2023,9,Q3,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,Diesel,Lease,Lease,ZAR,ZAR,5,1248852.49,4.5,6244262.44,OK,312213.12,235381.52,76831.6,67,OK,Prefer not to say,3.4,OK
BMW-3282,15-05-2034,CORRUPTED,2022,9,Q3,India,India,Bangalore Motors,BMW i4,Electric,Electric,individual,Individual,INR,INR,1,5641693.63,3.42,5641693.63,OK,61996.63,46220.23,15776.41,40,OK,Male,3.4,OK
BMW-5099,15-04-2034,CORRUPTED,2024,7,Q3,India,India,Delhi Prestige Auto,BMW X3,SUV,Hybrid,Government,Government,INR,INR,1,5153042.54,4.75,5153042.54,OK,56626.84,42806.01,13820.83,36,OK,Female,3.4,OK
BMW-3424,26-12-2033,CORRUPTED,2022,11,Q4,India,India,Delhi Prestige Auto,BMW 3 Series,Sedan,Hybrid,Individual,Individual,INR,INR,1,3645332.13,3.97,3645332.13,OK,40058.59,30034.48,10024.11,46,OK,Male,3.4,OK
BMW-2509,25-12-2033,CORRUPTED,2021,10,Q4,South Africa,South Africa,Johannesburg Motors,BMW 3 Series,Sedan,Diesel,Government,Government,ZAR,ZAR,4,911033.34,7.33,3644133.35,OK,182206.67,141560.23,40646.44,55,OK,Male,3.4,OK
BMW-3206,21-10-2033,CORRUPTED,2022,8,Q3,China,China,Shenzhen Auto,BMW 3 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,CNY,CNY,8,378430.23,2.8,3027441.84,OK,383220.49,283873.39,99347.1,64,OK,Female,3.4,OK
BMW-2334,24-08-2033,CORRUPTED,2021,8,Q3,China,China,Shenzhen Auto,BMW X3,SUV,Petrol,government,Government,CNY,CNY,6,417725.05,4.57,2506350.28,OK,317259.53,239359,77900.53,50,OK,Female,3.4,OK
BMW-2264,22-07-2033,CORRUPTED,2021,7,Q3,China,China,Shanghai BMW,BMW 5 Series,Sedan,Diesel,Lease,Lease,CNY,CNY,5,455059.3,3.15,2275296.49,OK,288012.21,214105.77,73906.44,39,OK,Female,3.4,OK
BMW-1809,19-06-2033,CORRUPTED,2020,12,Q4,China,China,Beijing Luxury Motors,BMW X3,SUV,Petrol,Lease,Lease,CNY,CNY,5,426438.59,4.88,2132192.94,OK,269897.84,204296.22,65601.62,999,BAD AGE,Prefer not to say,3.4,OK
BMW-3209,28-05-2033,CORRUPTED,2022,8,Q3,China,China,Shenzhen Auto,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,CNY,CNY,3,675251.81,1.82,2025755.43,OK,256424.74,188056.9,68367.84,43,OK,Male,3.4,OK
BMW-1056,16-05-2033,CORRUPTED,2020,1,Q1,UAE,UAE,Abu Dhabi Motors,BMW M3,M Sport,Hybrid,Corporate Fleet,Corporate Fleet,AED,AED,6,328356.88,5.54,1970141.31,OK,492535.33,375404.69,117130.64,32,OK,Female,3.4,OK
BMW-4266,03-05-2033,CORRUPTED,2023,9,Q3,South Africa,South Africa,Cape Town BMW,BMW X7,SUV,Diesel,Individual,Individual,ZAR,ZAR,1,1896474.53,7.99,1896474.53,OK,94823.73,74198.95,20624.78,25,OK,Male,3.4,OK
BMW-3296,18-04-2033,CORRUPTED,2022,9,Q3,South Africa,South Africa,Cape Town BMW,BMW 7 Series,Sedan,Petrol,Individual,Individual,ZAR,ZAR,1,1836989.54,0.81,1836989.54,OK,91849.48,66670.47,25179.01,27,OK,Female,3.4,OK
BMW-2284,13-04-2033,CORRUPTED,2021,7,Q3,South Africa,South Africa,Cape Town BMW,BMW iX,Electric,Electric,Individual,Individual,ZAR,ZAR,1,1810270.41,1.56,1810270.41,OK,90513.52,66204.96,24308.56,65,OK,Prefer not to say,3.4,OK
BMW-5541,11-03-2033,CORRUPTED,2024,12,Q4,China,China,Beijing Luxury Motors,BMW 3 Series,Sedan,Petrol,corporate fleet,Corporate Fleet,CNY,CNY,5,342279.21,2.68,1711396.07,OK,216632.41,160268.32,56364.09,49,OK,Prefer not to say,3.4,OK
BMW-4512,08-02-2033,CORRUPTED,2023,12,Q4,South Africa,South Africa,Cape Town BMW,BMW 3 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,ZAR,ZAR,2,795824.22,7.11,1591648.43,OK,79582.42,61686.44,17895.98,69,OK,Prefer not to say,3.4,OK
BMW-1202,05-02-2033,CORRUPTED,2020,3,Q1,South Africa,South Africa,Johannesburg Motors,BMW X5,SUV,Hybrid,Corporate Fleet,Corporate Fleet,ZAR,ZAR,1,1575760.87,1.21,1575760.87,OK,78788.04,57424.18,21363.87,57,OK,Male,3.4,OK
BMW-2578,12-01-2033,CORRUPTED,2021,11,Q4,UAE,UAE,Dubai BMW,BMW 3 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,AED,AED,8,184983.17,3.94,1479865.36,OK,369966.34,277312.59,92653.75,45,OK,Prefer not to say,3.4,OK
BMW-5449,06-12-2032,CORRUPTED,2024,11,Q4,UAE,UAE,Dubai BMW,BMW 3 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,AED,AED,7,193688.1,0.3,1355816.69,OK,338954.17,244790.18,94163.99,55,OK,Prefer not to say,3.4,OK
BMW-4165,27-11-2032,CORRUPTED,2023,8,Q3,UAE,UAE,Abu Dhabi Motors,BMW M3,M Sport,Petrol,government,Government,AED,AED,4,332809.9,6.06,1331239.61,OK,332809.9,255070.07,77739.84,50,OK,Female,3.4,OK
BMW-2154,04-10-2032,CORRUPTED,2021,5,Q2,South Africa,South Africa,Johannesburg Motors,BMW i4,Electric,Electric,Corporate Fleet,Corporate Fleet,ZAR,ZAR,1,1169791.43,5.36,1169791.43,OK,58489.57,44499.19,13990.38,48,OK,Female,3.4,OK
BMW-2930,27-09-2032,CORRUPTED,2022,4,Q2,UAE,UAE,Dubai BMW,BMW i4,Electric,Electric,corporate fleet,Corporate Fleet,AED,AED,4,284936.6,4.49,1139746.42,OK,284936.6,214797.03,70139.58,29,OK,Prefer not to say,3.4,OK
BMW-2029,23-09-2032,CORRUPTED,2021,3,Q1,South Africa,South Africa,Johannesburg Motors,BMW 5 Series,Sedan,Hybrid,Individual,Individual,ZAR,ZAR,1,1125306.97,2.46,1125306.97,OK,56265.35,41531.79,14733.56,56,OK,Male,3.4,OK
BMW-4846,21-09-2032,CORRUPTED,2024,4,Q2,South Africa,South Africa,Johannesburg Motors,BMW X3,SUV,Petrol,Individual,Individual,ZAR,ZAR,1,1121677.4,2.64,1121677.4,OK,56083.87,41476.07,14607.8,55,OK,Prefer not to say,3.4,OK
BMW-4767,13-09-2032,CORRUPTED,2024,3,Q1,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,Hybrid,Individual,Individual,ZAR,ZAR,1,1090610.46,3.65,1090610.46,OK,54530.52,40750.21,13780.31,44,OK,Prefer not to say,3.4,OK
BMW-1463,26-03-2032,CORRUPTED,2020,7,Q3,South Africa,South Africa,Johannesburg Motors,BMW 2 Series,Coupe,Hybrid,individual,Individual,ZAR,ZAR,1,827352.59,3.69,827352.59,OK,41367.63,30926.44,10441.19,41,OK,Male,3.4,OK
BMW-2991,06-02-2032,CORRUPTED,2022,5,Q2,China,China,Shenzhen Auto,BMW X7,SUV,Hybrid,individual,Individual,CNY,CNY,1,774278.4,1.69,774278.4,OK,98009.92,71779.99,26229.94,60,OK,Prefer not to say,3.4,OK
BMW-3180,27-12-2031,CORRUPTED,2022,8,Q3,USA,USA,Miami Auto Group,BMW M3,M Sport,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,8,91517.07,6.86,732136.6,OK,671684.95,519244.36,152440.59,42,OK,Male,3.4,OK
BMW-2335,24-12-2031,CORRUPTED,2021,8,Q3,China,China,Shenzhen Auto,BMW X7,SUV,Petrol,Lease,Lease,CNY,CNY,1,729933.03,2.93,729933.03,OK,92396.59,68536.67,23859.91,69,OK,Female,3.4,OK
BMW-3817,28-11-2031,CORRUPTED,2023,4,Q2,China,China,Beijing Luxury Motors,BMW 7 Series,Sedan,Hybrid,Government,Government,CNY,CNY,1,715289.95,6.82,715289.95,OK,90543.03,69961.61,20581.42,69,OK,Prefer not to say,3.4,OK
BMW-5233,24-11-2031,CORRUPTED,2024,9,Q3,USA,USA,Beverly Hills BMW,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,USD,USD,7,101820.96,6.6,712746.69,OK,653896.04,504091.93,149804.11,150,BAD AGE,Male,3.4,OK
BMW-1113,12-09-2031,CORRUPTED,2020,2,Q1,China,China,Beijing Luxury Motors,BMW M3,M Sport,Hybrid,Individual,Individual,CNY,CNY,1,660255.55,6.02,660255.55,OK,83576.65,64029.1,19547.55,66,OK,Male,3.4,OK
BMW-4940,11-08-2031,CORRUPTED,2024,5,Q2,Australia,Australia,Sydney BMW,BMW X5,SUV,Hybrid,Corporate Fleet,Corporate Fleet,AUD,AUD,5,127651.66,1.54,638258.31,OK,386823.22,282874.69,103948.53,31,OK,Prefer not to say,3.4,OK
BMW-2486,07-08-2031,CORRUPTED,2021,10,Q4,China,China,Guangzhou BMW,BMW X5,SUV,Petrol,Lease,Lease,CNY,CNY,1,636530.1,1.17,636530.1,OK,80573.43,58701.39,21872.04,48,OK,Prefer not to say,3.4,OK
BMW-1886,09-07-2031,CORRUPTED,2021,1,Q1,China,China,Shanghai BMW,BMW X5,SUV,Petrol,individual,Individual,CNY,CNY,1,617213.89,2.18,617213.89,OK,78128.34,57503.43,20624.91,63,OK,Male,3.4,OK
BMW-1574,13-05-2031,CORRUPTED,2020,9,Q3,China,China,Shanghai BMW,BMW X5,SUV,Hybrid,Individual,Individual,CNY,CNY,1,587927,6.31,587927,OK,74421.14,57190.56,17230.58,55,OK,Female,3.4,OK
BMW-4291,18-03-2031,CORRUPTED,2023,10,Q4,USA,USA,Miami Auto Group,BMW X5,SUV,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,7,80042.63,5.77,560298.39,OK,514035.22,392764.27,121270.95,0,BAD AGE,Female,3.4,OK
BMW-1287,22-01-2031,CORRUPTED,2020,5,Q2,USA,USA,New York BMW,BMW 5 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,8,65768.15,5.57,526145.23,OK,482702.05,368038.46,114663.58,49,OK,Female,3.4,OK
BMW-4288,15-12-2030,CORRUPTED,2023,10,Q4,USA,USA,New York BMW,BMW X7,SUV,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,5,101739.62,0.01,508698.12,OK,466695.53,336053.14,130642.39,29,OK,Male,3.4,OK
BMW-2171,18-11-2030,CORRUPTED,2021,6,Q2,Germany,Germany,Hamburg Drive,BMW M3,M Sport,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,6,82961.39,3.35,497768.31,OK,497768.31,370804.44,126963.87,64,OK,Prefer not to say,3.4,OK
BMW-2839,29-08-2030,CORRUPTED,2022,3,Q1,China,China,Guangzhou BMW,BMW i4,Electric,Electric,individual,Individual,CNY,CNY,1,465741.14,7.46,465741.14,OK,58954.58,45869.72,13084.86,52,OK,Female,3.4,OK
BMW-4575,15-07-2030,CORRUPTED,2024,1,Q1,China,China,Beijing Luxury Motors,BMW X3,SUV,Petrol,Individual,Individual,CNY,CNY,1,447641.54,0.88,447641.54,OK,56663.49,41159.45,15504.03,52,OK,Male,3.4,OK
BMW-3093,30-06-2030,CORRUPTED,2022,7,Q3,Germany,Germany,BMW Munich HQ,BMW 5 Series,Sedan,Diesel,Corporate Fleet,Corporate Fleet,EUR,EUR,8,55221.23,2.19,441769.85,OK,441769.85,325180.38,116589.47,61,OK,Male,3.4,OK
BMW-5306,17-05-2030,CORRUPTED,2024,10,Q4,Germany,Germany,Stuttgart Motors,BMW iX,Electric,Electric,Lease,Lease,EUR,EUR,5,85945.11,0.33,429725.55,OK,429725.55,310414.93,119310.62,67,OK,Male,3.4,OK
BMW-5359,15-04-2030,CORRUPTED,2024,10,Q4,China,China,Beijing Luxury Motors,BMW 5 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,CNY,CNY,1,419642.03,7.17,419642.03,OK,53119.24,41198.53,11920.72,34,OK,Male,3.4,OK
BMW-2559,17-03-2030,CORRUPTED,2021,11,Q4,China,China,Shenzhen Auto,BMW X3,SUV,Petrol,Individual,Individual,CNY,CNY,1,414983.39,5.16,414983.39,OK,52529.54,39879.53,12650.01,45,OK,Female,3.4,OK
BMW-4894,07-01-2030,CORRUPTED,2024,5,Q2,UK,UK,Manchester Prestige,BMW 5 Series,Sedan,Hybrid,lease,Lease,GBP,GBP,8,49853.35,1.79,398826.78,OK,463752.07,339998.96,123753.11,60,OK,Male,3.4,OK
BMW-2104,15-12-2029,CORRUPTED,2021,5,Q2,USA,USA,Miami Auto Group,BMW i4,Electric,Electric,lease,Lease,USD,USD,6,65190.96,3.99,391145.79,OK,358849.35,269095.07,89754.27,31,OK,Female,3.4,OK
BMW-2767,10-12-2029,CORRUPTED,2022,2,Q1,China,China,Shanghai BMW,BMW X3,SUV,Petrol,Individual,Individual,CNY,CNY,1,389466.64,5.89,389466.64,OK,49299.58,37718.99,11580.59,58,OK,Prefer not to say,3.4,OK
BMW-5279,03-12-2029,CORRUPTED,2024,9,Q3,China,China,Shanghai BMW,BMW X3,SUV,Petrol,Individual,Individual,CNY,CNY,1,387992.59,6.33,387992.59,OK,49112.99,37751.9,11361.09,43,OK,Female,3.4,OK
BMW-4497,17-11-2029,CORRUPTED,2023,12,Q4,China,China,Shenzhen Auto,BMW 3 Series,Sedan,Hybrid,individual,Individual,CNY,CNY,1,382328.89,1.46,382328.89,OK,48396.06,35362,13034.06,67,OK,Male,3.4,OK
BMW-2566,28-10-2029,CORRUPTED,2021,11,Q4,China,China,Shanghai BMW,BMW X3,SUV,Hybrid,Individual,Individual,CNY,CNY,1,376197.93,6.98,376197.93,OK,47619.99,36858.83,10761.16,62,OK,Female,3.4,OK
BMW-4827,21-10-2029,CORRUPTED,2024,4,Q2,China,China,Shanghai BMW,BMW 3 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,373405.1,4.17,373405.1,OK,47266.47,35514.47,11752,46,OK,Female,3.4,OK
BMW-4658,19-09-2029,CORRUPTED,2024,2,Q1,China,China,Shenzhen Auto,BMW X3,SUV,Diesel,Individual,Individual,CNY,CNY,1,364968.61,7.84,364968.61,OK,46198.56,36093.63,10104.93,43,OK,Male,3.4,OK
BMW-3818,09-08-2029,CORRUPTED,2023,4,Q2,China,China,Shenzhen Auto,BMW 3 Series,Sedan,Petrol,individual,Individual,CNY,CNY,1,355843.01,4.88,355843.01,OK,45043.42,34096.57,10946.84,52,OK,Male,3.4,OK
BMW-3146,10-07-2029,CORRUPTED,2022,7,Q3,UAE,UAE,Dubai BMW,BMW iX,Electric,Electric,individual,Individual,AED,AED,1,347852.82,2.53,347852.82,OK,86963.21,64241.04,22722.17,65,OK,Female,3.4,OK
BMW-3894,11-06-2029,CORRUPTED,2023,5,Q2,China,China,Shanghai BMW,BMW 3 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,342533.59,3.68,342533.59,OK,43358.68,32411.86,10946.83,47,OK,Male,3.4,OK
BMW-1158,04-03-2029,CORRUPTED,2020,3,Q1,USA,USA,Chicago Motors,BMW 3 Series,Sedan,Diesel,Lease,Lease,USD,USD,7,45440.1,1.11,318080.72,OK,291817.17,212468.07,79349.1,33,OK,Male,3.4,OK
BMW-2476,06-02-2029,CORRUPTED,2021,10,Q4,China,China,Beijing Luxury Motors,BMW 3 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,313602.75,5.41,313602.75,OK,39696.55,30216.07,9480.48,34,OK,Female,3.4,OK
BMW-1869,11-01-2029,CORRUPTED,2021,1,Q1,UK,UK,Edinburgh Motors,BMW 5 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,GBP,GBP,6,50821.48,0.55,304928.86,OK,354568.45,256700.39,97868.06,49,OK,Female,3.4,OK
BMW-2551,27-12-2028,CORRUPTED,2021,11,Q4,UK,UK,London BMW Centre,BMW i4,Electric,Electric,lease,Lease,GBP,GBP,6,50289.99,5.44,301739.97,OK,350860.43,267158.28,83702.15,39,OK,Male,3.4,OK
BMW-4856,18-12-2028,CORRUPTED,2024,5,Q2,Germany,Germany,Hamburg Drive,BMW 3 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,EUR,EUR,7,42993.48,1.05,300954.38,OK,300954.38,218995.73,81958.64,49,OK,Prefer not to say,3.4,OK
BMW-5508,13-12-2028,CORRUPTED,2024,12,Q4,USA,USA,Dallas BMW,BMW 3 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,6,50013.43,3.87,300080.57,OK,275303.27,206208.83,69094.44,51,OK,Male,3.4,OK
BMW-3332,10-12-2028,CORRUPTED,2022,10,Q4,China,China,Beijing Luxury Motors,BMW 3 Series,Sedan,Diesel,Individual,Individual,CNY,CNY,1,299117.38,7.4,299117.38,OK,37862.96,29438.99,8423.96,67,OK,Prefer not to say,3.4,OK
BMW-5339,23-09-2028,CORRUPTED,2024,10,Q4,UK,UK,Edinburgh Motors,BMW 2 Series,Coupe,Hybrid,Lease,Lease,GBP,GBP,8,33963.8,4.9,271710.39,OK,315942.31,239190.11,76752.2,65,OK,Prefer not to say,3.4,OK
BMW-3230,21-08-2028,CORRUPTED,2022,9,Q3,Germany,Germany,AutohaUSA Berlin,BMW 3 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,eur,EUR,6,43806.17,5.7,262837,OK,262837,200683.21,62153.79,50,OK,Female,3.4,OK
BMW-5291,21-02-2028,CORRUPTED,2024,9,Q3,UAE,UAE,Dubai BMW,BMW X3,SUV,Hybrid,Individual,Individual,AED,AED,1,211684.6,7.42,211684.6,OK,52921.15,41157.49,11763.66,61,OK,Female,3.4,OK
BMW-4373,11-02-2028,CORRUPTED,2023,11,Q4,UK,UK,Manchester Prestige,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,Gbp,GBP,3,69568.79,7.55,208706.36,OK,242681.82,188990.84,53690.97,999,BAD AGE,Prefer not to say,3.4,OK
BMW-1453,06-01-2028,CORRUPTED,2020,7,Q3,UAE,UAE,Abu Dhabi Motors,BMW X3,SUV,Hybrid,individual,Individual,AED,AED,1,200605.55,6.62,200605.55,OK,50151.39,38669,11482.38,51,OK,Female,3.4,OK
BMW-2546,05-01-2028,CORRUPTED,2021,11,Q4,UK,UK,Manchester Prestige,BMW X3,SUV,Petrol,Government,Government,GBP,GBP,4,50148.8,0.63,200595.22,OK,233250.25,169003.23,64247.02,51,OK,Female,3.4,OK
BMW-1329,31-12-2027,CORRUPTED,2020,5,Q2,Australia,Australia,Melbourne Auto Group,BMW M5,M Sport,Diesel,Individual,Individual,AUD,AUD,1,199621.46,6.24,199621.46,OK,120982.71,92903.63,28079.08,67,OK,Female,3.4,OK
BMW-3984,04-09-2027,CORRUPTED,2023,6,Q2,UAE,UAE,Abu Dhabi Motors,BMW 2 Series,Coupe,Petrol,Individual,Individual,AED,AED,1,159265.52,4.84,159265.52,OK,39816.38,30126.07,9690.31,46,OK,Prefer not to say,3.4,OK
